Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,62-63,43-44,7.0,0-500,KCET,T
Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,70-71,29-30,8.0,0-500,"Shift, Bandai Namco Games",T
Fist of the North Star: Ken's Rage,PS3,2010,Action,Ubisoft Annecy,0-1,0-1,0-1,0-1,0-1,59-60,29-30,7.0,0-500,"Koei, Omega Force",M
Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,Electronic Arts,0-1,0-1,0-1,0-1,0-1,,,8.0,0-500,PopCap,E10+
Disney's Kim Possible 2: Drakken's Demise,GBA,2004,Platform,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,76-77,7-8,,,Artificial Mind and Movement,E
One Piece: Pirate Warriors 2,PS3,2013,Action,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,70-71,34-35,8.0,0-500,Omega Force,T
Um Jammer Lammy,PS,1998,Misc,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Brothers In Arms: Road to Hill 30,XB,2005,Shooter,Ubisoft,0-1,0-1,0-1,0-1,0-1,87-88,63-64,8.0,0-500,Gearbox Software,M
LEGO Harry Potter: Years 5-7,DS,N/A,Action,Warner Bros. Interactive Entertainment,0-1,0-1,0-1,0-1,0-1,68-69,3-4,,,Traveller's Tales,E10+
Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007,Misc,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0-1,0-1,0-1,0-1,0-1,,,,,,
LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,0-1,0-1,0-1,0-1,0-1,69-70,16-17,7.0,0-500,TT Games,E10+
Kung Fu Panda,PS2,2008,Action,Activision,0-1,0-1,0-1,0-1,0-1,72-73,5-6,9.0,0-500,Xpec,E10+
Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,72-73,38-39,8.0,0-500,"Dimps Corporation, SCE Japan Studio",T
Rocksmith 2014,PC,2013,Misc,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,,
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,,,,,,
Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Shaun White Snowboarding,PS3,2008,Sports,Ubisoft,0-1,0-1,0-1,0-1,0-1,62-63,29-30,6.0,0-500,Ubisoft Montreal,T
Radiata Stories,PS2,2005,Role-Playing,Square Enix,0-1,0-1,0-1,0-1,0-1,73-74,35-36,9.0,0-500,Tri-Ace,T
The Biggest Loser: Challenge,Wii,2010,Sports,THQ,0-1,0-1,0-1,0-1,0-1,,,,,Blitz Games Studios,E
Peppa Pig: Fun and Games,DS,2010,Misc,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,,
F-Zero GX,GC,2003,Racing,Nintendo,0-1,0-1,0-1,0-1,0-1,88-89,49-50,8.0,0-500,Amusement Vision,T
Disney's Chicken Little,PS2,2005,Platform,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,59-60,19-20,9.0,0-500,Avalanche Software,E10+
Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0-1,0-1,0-1,0-1,0-1,75-76,31-32,7.0,0-500,"Krome Studios, Screenlife Games",T
Yoshi Topsy-Turvy,GBA,2004,Platform,Nintendo,0-1,0-1,0-1,0-1,0-1,59-60,22-23,7.0,0-500,Artoon,E
Monster Jam: Maximum Destruction,PS2,2002,Racing,Ubisoft,0-1,0-1,0-1,0-1,0-1,46-47,10-11,6.0,0-500,Ubisoft,T
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005,Misc,THQ,0-1,0-1,0-1,0-1,0-1,,,,,,
Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,81-82,33-34,7.0,0-500,EA Tiburon,E
World of Dragon Warrior - Torneko: The Last Hope,PS,1999,Role-Playing,Enix Corporation,0-1,0-1,0-1,0-1,0-1,,,,,,
Mortal Kombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,0-1,0-1,0-1,0-1,0-1,84-85,50-51,8.0,0-500,NetherRealm Studios,M
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007,Action,Activision,0-1,0-1,0-1,0-1,0-1,,,,,,
Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,83-84,40-41,8.0,0-500,EA Tiburon,E
Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo,0-1,0-1,0-1,0-1,0-1,88-89,33-34,9.0,0-500,Intelligent Systems,E
Wario: Master of Disguise,DS,2007,Platform,Nintendo,0-1,0-1,0-1,0-1,0-1,59-60,34-35,7.0,0-500,Suzak,E10+
Centipede,PS,1998,Shooter,Atari,0-1,0-1,0-1,0-1,0-1,,,,,,
The Last Story,Wii,2011,Role-Playing,Nintendo,0-1,0-1,0-1,0-1,0-1,79-80,60-61,8.0,0-500,"Mistwalker, Artoon",T
Drakengard,PS2,2003,Role-Playing,Square Enix,0-1,0-1,0-1,0-1,0-1,62-63,54-55,9.0,0-500,Cavia Inc.,M
SingStar Pop Hits,PS2,2007,Misc,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Kung-Fu Master,2600,1987,Action,Activision,0-1,0-1,0-1,0-1,0-1,,,,,,
Champions: Return to Arms,PS2,2005,Role-Playing,Sony Online Entertainment,0-1,0-1,0-1,0-1,0-1,76-77,47-48,9.0,0-500,Snowblind Studios,T
Harry Potter and the Goblet of Fire,PS2,2005,Action,Electronic Arts,0-1,0-1,0-1,0-1,0-1,67-68,28-29,7.0,0-500,Electronic Arts,E10+
Toy Story 3: The Video Game,PSP,2010,Action,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,,,,,,
SingStar R&B,PS2,2007,Misc,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Adventure,Acclaim Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
MX vs. ATV Untamed,PSP,2007,Racing,THQ,0-1,0-1,0-1,0-1,0-1,58-59,11-12,,,Rainbow Studios,E
Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014,Action,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,,,,,,
Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,79-80,50-51,7.0,0-500,EA Tiburon,E
007: Quantum of Solace,Wii,2008,Action,Activision,0-1,0-1,0-1,0-1,0-1,53-54,10-11,8.0,0-500,Treyarch,T
Super Robot Taisen Impact,PS2,2002,Strategy,Banpresto,0-1,0-1,0-1,0-1,0-1,,,,,,
Wall-E,PSP,2008,Platform,THQ,0-1,0-1,0-1,0-1,0-1,63-64,7-8,,,Heavy Iron Studios,E
Farming Simulator 17,PC,2016,Simulation,Focus Home Interactive,0-1,0-1,0-1,0-1,0-1,63-64,4-5,8.0,0-500,Giants Software,E
Crafting Mama,DS,2010,Simulation,505 Games,0-1,0-1,0-1,0-1,0-1,,,,,Cooking Mama Limited,E
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008,Misc,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
God of War III,PS4,2015,Action,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,63-64,30-31,8.0,0-500,Iron Galaxy Studios,M
Harry Potter and the Half-Blood Prince,PS2,2009,Action,Electronic Arts,0-1,0-1,0-1,0-1,0-1,,,8.0,0-500,EA Bright Light,E10+
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0-1,0-1,0-1,0-1,0-1,66-67,22-23,7.0,0-500,Vicarious Visions,E
Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,0-1,0-1,0-1,0-1,0-1,83-84,9-10,8.0,1000-1500,Ubisoft,M
Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0-1,0-1,0-1,0-1,0-1,53-54,11-12,6.0,0-500,Exient Entertainment,T
Spyro: A Hero's Tail,PS2,2004,Platform,Vivendi Games,0-1,0-1,0-1,0-1,0-1,59-60,15-16,8.0,0-500,Eurocom Entertainment Software,E
Crash: Twinsanity,PS2,2004,Platform,Vivendi Games,0-1,0-1,0-1,0-1,0-1,63-64,37-38,8.0,0-500,Traveller's Tales,E
The LEGO Movie Videogame,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0-1,0-1,0-1,0-1,0-1,67-68,4-5,8.0,0-500,TT Games,E10+
Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,83-84,33-34,8.0,0-500,Remedy Entertainment,M
Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,7.0,0-500,"Kojima Productions, Moby Dick Studio",M
Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,0-1,0-1,0-1,0-1,0-1,71-72,20-21,8.0,0-500,5TH Cell,E
GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,0-1,0-1,0-1,0-1,0-1,59-60,37-38,7.0,0-500,EA LA,T
WWE 2K15,X360,2014,Sports,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,49-50,4-5,4.0,0-500,Yuke's,T
Paws & Claws: Pet Vet,DS,2007,Simulation,THQ,0-1,0-1,0-1,0-1,0-1,,,,,,
Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,0-1,0-1,0-1,0-1,0-1,73-74,31-32,7.0,0-500,TOSE,T
James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0-1,0-1,0-1,0-1,0-1,82-83,50-51,7.0,0-500,EA Redwood Shores,T
X2: Wolverine's Revenge,PS2,2003,Platform,Activision,0-1,0-1,0-1,0-1,0-1,57-58,23-24,7.0,0-500,GenePool,T
NBA Live 06,XB,2005,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,78-79,29-30,6.0,0-500,EA Canada,E
Tom Clancy's Rainbow Six,N64,1999,Shooter,Red Storm Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Castlevania,N64,1999,Platform,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,,
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0-1,0-1,0-1,0-1,0-1,,,,,,
Rayman 3D,3DS,2011,Platform,Ubisoft,0-1,0-1,0-1,0-1,0-1,60-61,38-39,7.0,0-500,Ubisoft Casablanca,E
Football Manager 2014,PC,2013,Sports,Sega,0-1,0-1,0-1,0-1,0-1,84-85,40-41,6.0,0-500,Sports Interactive,E
New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,0-1,0-1,0-1,0-1,0-1,,,,,,
TimeSplitters 2,XB,2002,Shooter,Eidos Interactive,0-1,0-1,0-1,0-1,0-1,87-88,19-20,8.0,0-500,Free Radical Design,T
Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0-1,0-1,0-1,0-1,0-1,80-81,44-45,9.0,0-500,Capcom,M
Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,0-1,0-1,0-1,0-1,0-1,60-61,36-37,8.0,0-500,Capcom,T
Stuntman: Ignition,X360,2007,Racing,THQ,0-1,0-1,0-1,0-1,0-1,74-75,37-38,7.0,0-500,Paradigm Entertainment,T
Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,0-1,0-1,0-1,0-1,0-1,66-67,17-18,8.0,0-500,Epicenter Studios,E10+
Dishonored 2,PS4,2016,Action,Bethesda Softworks,0-1,0-1,0-1,0-1,0-1,87-88,55-56,8.0,500-1000,Arkane Studios,M
Up,DS,2009,Action,THQ,0-1,0-1,0-1,0-1,0-1,,,,,Altron,E
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0-1,0-1,0-1,0-1,0-1,,,,,,
Konami Collector's Series: Arcade Advanced,GBA,2002,Misc,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,77-78,9-10,,,KCEA,E
The Crew,XOne,2014,Racing,Ubisoft,0-1,0-1,0-1,0-1,0-1,63-64,17-18,6.0,0-500,"Ubisoft Reflections, Ivory Tower",T
Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,56-57,32-33,7.0,0-500,Spike,T
Jampack Volume 13 (RP-T),PS2,2005,Misc,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Madden NFL 2001,N64,2000,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,,,,,,
Cruis'n World,N64,1998,Racing,Nintendo,0-1,0-1,0-1,0-1,0-1,,,,,,
NHL 13,PS3,2012,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,83-84,21-22,7.0,0-500,Electronic Arts,E10+
Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,73-74,33-34,8.0,0-500,Team Ninja,M
Evolve,XOne,2015,Shooter,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,73-74,30-31,5.0,0-500,Turtle Rock Studios,M
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0-1,0-1,0-1,0-1,0-1,62-63,24-25,6.0,0-500,Adrenium,E
Lost Planet: Extreme Condition,PS3,2008,Shooter,Capcom,0-1,0-1,0-1,0-1,0-1,66-67,33-34,7.0,0-500,Capcom,T
X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,0-1,0-1,0-1,0-1,0-1,81-82,43-44,7.0,0-500,Raven Software,T
Nightmare Creatures,PS,1997,Action,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
LittleBigPlanet 3,PS3,2014,Platform,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,7.0,0-500,Sumo Digital,E
SingStar Queen,PS2,2009,Misc,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,72-73,8-9,,,SCEE London Studio,T
LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0-1,0-1,0-1,0-1,0-1,80-81,49-50,8.0,0-500,Traveller's Tales,E10+
Disney Sing It: Party Hits,Wii,2010,Misc,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,,,,,Disney Interactive Studios,E
Dragon Quest Monsters Joker 3,3DS,2016,Role-Playing,Square Enix,0-1,0-1,0-1,0-1,0-1,,,,,,
Rock Band 3,Wii,2010,Misc,MTV Games,0-1,0-1,0-1,0-1,0-1,90-91,9-10,7.0,0-500,Backbone Entertainment,T
Dragon Age II,PC,2011,Action,Electronic Arts,0-1,0-1,0-1,0-1,0-1,81-82,44-45,4.0,4500-5000,BioWare,M
Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision,0-1,0-1,0-1,0-1,0-1,77-78,23-24,9.0,0-500,Treyarch,T
NBA Live 08,PS3,2007,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,72-73,27-28,7.0,0-500,EA Canada,E
Sim Theme Park,PS,1999,Strategy,Electronic Arts,0-1,0-1,0-1,0-1,0-1,,,,,,
FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,87-88,10-11,8.0,0-500,EA Canada,E
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012,Misc,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,0-1,0-1,0-1,0-1,0-1,54-55,57-58,7.0,0-500,Pandemic Studios,T
Far Cry 4,PC,2014,Shooter,Ubisoft,0-1,0-1,0-1,0-1,0-1,79-80,16-17,7.0,1000-1500,Ubisoft Montreal,M
Monster Hunter 2,PS2,N/A,Role-Playing,Capcom,0-1,0-1,0-1,0-1,0-1,,,,,,
NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,0-1,0-1,0-1,0-1,0-1,77-78,17-18,8.0,0-500,EA Sports,E
Dogz,GBA,2004,Simulation,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,,
A Bug's Life,N64,1998,Platform,Activision,0-1,0-1,0-1,0-1,0-1,,,,,,
Super Castlevania IV,SNES,1991,Platform,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Iron Man,PSP,2008,Action,Sega,0-1,0-1,0-1,0-1,0-1,43-44,6-7,6.0,0-500,Artificial Mind and Movement,T
White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,59-60,44-45,7.0,0-500,Level 5,T
Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003,Fighting,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0-1,0-1,0-1,0-1,0-1,67-68,23-24,8.0,0-500,Juice Games,T
Wolfenstein,PS3,2009,Shooter,Activision,0-1,0-1,0-1,0-1,0-1,70-71,57-58,7.0,0-500,"id Software, Raven Software",M
The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0-1,0-1,0-1,0-1,0-1,31-32,29-30,4.0,0-500,Terminal Reality,M
The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0-1,0-1,0-1,0-1,0-1,69-70,21-22,4.0,0-500,The Sims Studio,T
Ape Escape 2,PS2,2002,Platform,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,81-82,30-31,8.0,0-500,SCE Japan Studio,E
Rocksmith 2014,PS4,2014,Misc,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,,
X-Man,2600,1982,Action,Universal Gamex,0-1,0-1,0-1,0-1,0-1,,,,,,
Sega Rally Revo,PS3,2007,Racing,Sega,0-1,0-1,0-1,0-1,0-1,74-75,39-40,7.0,0-500,SEGA Racing Studio,E
Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,88-89,24-25,8.0,0-500,Atlus Co.,M
FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,81-82,16-17,6.0,0-500,EA Sports,E
Angry Birds Trilogy,3DS,2012,Action,Activision,0-1,0-1,0-1,0-1,0-1,61-62,6-7,5.0,0-500,Exient Entertainment,E
Final Fantasy VII International,PS,1997,Role-Playing,Square,0-1,0-1,0-1,0-1,0-1,,,,,,
Condemned 2: Bloodshot,X360,2008,Action,Sega,0-1,0-1,0-1,0-1,0-1,79-80,75-76,8.0,0-500,Monolith Productions,M
Okami,PS2,2006,Action,Capcom,0-1,0-1,0-1,0-1,0-1,92-93,68-69,9.0,0-500,Clover Studio,T
Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,Ghostlight,0-1,0-1,0-1,0-1,0-1,88-89,39-40,8.0,0-500,Atlus,M
Crash of the Titans,PSP,2007,Action,Vivendi Games,0-1,0-1,0-1,0-1,0-1,,,7.0,0-500,SuperVillain Studios,E10+
NHL 2001,PS,2000,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,87-88,9-10,8.0,0-500,Page 44 Studios,E
Crysis 3,PC,2013,Shooter,Electronic Arts,0-1,0-1,0-1,0-1,0-1,75-76,46-47,6.0,1000-1500,Crytek,M
Buzz Lightyear of Star Command,PS,2000,Platform,Activision,0-1,0-1,0-1,0-1,0-1,53-54,9-10,5.0,0-500,Traveller's Tales,E
NHL 16,PS4,2015,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,77-78,27-28,6.0,0-500,"EA Sports, EA Canada",E10+
Namco Museum,GC,2002,Misc,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,61-62,9-10,,,Mass Media,E
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,0-1,0-1,0-1,0-1,0-1,,,,,,
Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,0-1,0-1,0-1,0-1,0-1,,,,,MagicWand,T
Tony Hawk's Project 8,PS3,2006,Sports,Activision,0-1,0-1,0-1,0-1,0-1,75-76,42-43,7.0,0-500,Neversoft Entertainment,T
Ghostbusters: The Video Game,X360,2009,Action,Atari,0-1,0-1,0-1,0-1,0-1,78-79,52-53,8.0,0-500,Terminal Reality,T
XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,89-90,34-35,8.0,0-500,Firaxis Games,M
Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Virtua Cop,SAT,1995,Shooter,Sega,0-1,0-1,0-1,0-1,0-1,,,,,,
Metal Gear Solid 2: Substance,XB,N/A,Action,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,86-87,27-28,8.0,0-500,KCEJ,M
Tony Hawk's American Wasteland,XB,2005,Sports,Activision,0-1,0-1,0-1,0-1,0-1,76-77,39-40,8.0,0-500,Neversoft Entertainment,T
WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Wild ARMs 3,PS2,2002,Role-Playing,Ubisoft,0-1,0-1,0-1,0-1,0-1,77-78,29-30,8.0,0-500,"Media Vision, Contrail",T
NBA ShootOut '97,PS,1997,Sports,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Family Feud: 2010 Edition,Wii,2009,Misc,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,Ludia Inc.,E
Madden NFL 07,GC,2006,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,81-82,13-14,9.0,0-500,EA Tiburon,E
LEGO Jurassic World,3DS,2015,Action,Warner Bros. Interactive Entertainment,0-1,0-1,0-1,0-1,0-1,,,7.0,0-500,TT Games,E10+
Battlezone,2600,1982,Shooter,Atari,0-1,0-1,0-1,0-1,0-1,,,,,,
Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,88-89,17-18,8.0,0-500,EA Sports,E
Test Drive Unlimited 2,PS3,N/A,Racing,Atari,0-1,0-1,0-1,0-1,0-1,69-70,42-43,6.0,0-500,Eden,T
Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0-1,0-1,0-1,0-1,0-1,70-71,30-31,8.0,0-500,Avalanche Software,E
Just Dance 3,PS3,2011,Misc,Ubisoft,0-1,0-1,0-1,0-1,0-1,74-75,4-5,6.0,0-500,Ubisoft,E10+
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,70-71,15-16,7.0,0-500,Traveller's Tales,E10+
Donkey Kong Barrel Blast,Wii,2007,Racing,Nintendo,0-1,0-1,0-1,0-1,0-1,45-46,33-34,7.0,0-500,Paon Corporation,E
The Princess and the Frog,DS,2009,Platform,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,,,,,Griptonite Games,E
Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Action,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,,,,,,
Viewtiful Joe,GC,2003,Action,Capcom,0-1,0-1,0-1,0-1,0-1,92-93,51-52,8.0,0-500,Clover Studio,T
The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0-1,0-1,0-1,0-1,0-1,71-72,5-6,9.0,0-500,Griptonite Games,E
Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,0-1,0-1,0-1,0-1,0-1,,,,,,
Guitar Hero: Metallica,PS3,2009,Misc,Activision,0-1,0-1,0-1,0-1,0-1,85-86,43-44,8.0,0-500,Neversoft Entertainment,T
Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,Platform,Eidos Interactive,0-1,0-1,0-1,0-1,0-1,,,,,Toys for Bob,E
Strike Force Bowling,PS2,2004,Sports,Play It,0-1,0-1,0-1,0-1,0-1,47-48,13-14,7.0,0-500,Lab Rats Games,E
Halloween,2600,1982,Action,Wizard Video Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Red Steel 2,Wii,2010,Shooter,Ubisoft,0-1,0-1,0-1,0-1,0-1,79-80,72-73,9.0,0-500,Ubisoft Paris,T
Bass Landing,PS,1999,Sports,ASCII Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
XGRA: Extreme G-Racing Association,PS2,2004,Racing,Eidos Interactive,0-1,0-1,0-1,0-1,0-1,67-68,22-23,9.0,0-500,Acclaim Studios Cheltenham,T
Mafia III,XOne,2016,Action,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,66-67,19-20,5.0,0-500,Hangar 13,M
Bolt,DS,2008,Adventure,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,,,,,,
Mario's Picross,GB,1995,Puzzle,Nintendo,0-1,0-1,0-1,0-1,0-1,,,,,,
Pac-Man Player's Choice Bundle,GC,2003,Misc,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Fighters MEGAMiX,SAT,1996,Fighting,Sega,0-1,0-1,0-1,0-1,0-1,,,,,,
Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,0-1,0-1,0-1,0-1,0-1,,,,,,
Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0-1,0-1,0-1,0-1,0-1,73-74,68-69,8.0,0-500,Ubisoft Montreal,T
Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0-1,0-1,0-1,0-1,0-1,69-70,16-17,8.0,0-500,Omega Force,T
Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,0-1,0-1,0-1,0-1,0-1,,,8.0,0-500,Core Design Ltd.,T
DJ Hero 2,Wii,2010,Misc,Activision,0-1,0-1,0-1,0-1,0-1,87-88,19-20,8.0,0-500,FreeStyleGames,T
Toshochu: Run for Money,3DS,2012,Adventure,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,0-1,0-1,0-1,0-1,0-1,,,,,,
NFL Quarterback Club 99,N64,1998,Sports,Acclaim Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Super Robot Taisen α Gaiden,PS,2001,Strategy,Banpresto,0-1,0-1,0-1,0-1,0-1,,,,,,
Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,79-80,49-50,6.0,0-500,Electronic Arts,E
Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,6.0,0-500,Ubisoft Quebec,E10+
Wall-E,X360,2008,Platform,THQ,0-1,0-1,0-1,0-1,0-1,49-50,31-32,6.0,0-500,Heavy Iron Studios,E
